custom-id-1,expected-gfa
61402,4359.27
74071,3366.3
65220,1593.04
70399,2225.38
98741,6797.38
62969,2177.82
106538,2079.04
68879,1041.32
63179,10287.22
115585,6450.7
107518,7481.3
75299,4774.29
60138,1280.12
97292,3497.52
80741,1608.86
101369,996.9
63770,1829.9
79655,1967.04
76295,1987.08
67311,4116.66
73144,1850.58
115536,2875.84
100981,1484.28
106211,5221.88
116298,1460.17
78259,994.5
34118,3448.56
34112,1818.42
43676,1269.42
105643,1976.25
71173,4915.41
117944,1904.49
87501,1470.63
81681,1094.94
97512,4929.06
110456,3848.4
65115,13294.24
114145,9260.67
77059,76533.76
83522,1071.36
119667,3166.8
71031,19065.84
63215,3150.18
60185,4428
124549,2827.2
69490,1440.55
73176,2992.91
124669,1328.94
87014,976.19
90244,18006.94
116855,1683.32
100536,6220.4
120870,2621.92
104319,5880.9
112782,6930.5
43801,2859.63
93406,7032.81
44523,1176.06
113956,1170.54
79967,1533.24
105856,4635.2
118082,986.04
61758,1188.94
95588,1164.42
71594,954.04
94884,2424.99
80787,947.45
87943,1258.03
56977,1622.51
67308,1145.7
97039,1557.84
34119,1581.78
59367,1155.64
33797,3534.16
34120,1393.32
102970,1281.36
106684,2270.12
79984,2172.16
81302,2955.56
106065,5417.91
78397,1982.16
113039,4004.28
33950,12013.85
72514,1123.02
108434,2602.43
69145,6080.36
33835,1773
90251,4564.36
93568,1554.95
81791,3241.74
121747,1587.66
120803,1148.61
98928,5719.56
106126,3215.22
33916,3468.08
71956,7068.48
111267,1374.93
7085,4963.82
75770,3043.98
73584,19890.98
70669,3133.48
123524,1462.08
99429,1770.06
81668,2653.05
61570,8835.6
130458,4764.88
124072,1268.99
123914,1526.14
124088,1663.94
124092,7008.34
108987,1233.53
124079,4509.2
123913,3236.15
124050,8420.76
124057,3310.28
123917,10009.3
130596,2306.94
124003,1148.44
74709,2904.82
130460,1503.79
124040,2344.62
130461,2909.6
124081,1562.72
130600,14106.18
124052,947.24
124054,946.7
130621,5092.8
131706,1246.22
124069,1385.29
131697,959.54
124073,4773.88
110063,1528.12
124078,1730.46
124067,1481.3
123923,2882.44
124060,7543.24
124006,1228.05
124053,4082.64
131736,1566.08
109903,2219.2
124051,10405.9
124059,1003.5
124031,12065.3
124068,1003.5
124049,5443.96
123929,4914.64
124008,1582.72
124096,4718.32
130462,5904.6
124055,946.04
124097,5781.24
124082,3187.52
130459,2176.24
124058,2038.48
124075,8565.54
124070,1773
124011,1582.7
124992,3037.92
124002,1202.35
124065,2252.42
124090,1422.42
124099,1351.01
131733,972.26
124098,2509.18
124066,1044.58
124076,2033.06
124063,3644.54
98791,3287.4
75292,1263.6
102345,2977.56
123390,1032.92
43798,6016.28
33955,1630.54
33941,5442.2
63838,3999.36
88294,4840.24
92832,3623.94
100540,20953.92
71811,4809.04
57563,5307.4
56816,4686
73951,2492.16
86212,1525.95
117193,1718.96
113294,1203.9
65715,3375.08
95875,988.08
33942,12994.38
33949,4377.18
69202,9665.76
116740,4172.84
75470,1134.48
56635,1023.22
90087,1028.61
130576,3474.5
67284,6112.71
132121,3524.73
65500,2957.88
94395,1286.54
58652,10453.74
107838,1073.18
91651,5160.08
76551,981.78
103322,5518.44
116060,4217.18
78727,3984.81
87908,6372.96
58005,7057.43
108098,2142.66
74640,1220.26
96539,2806
70257,1274.66
111874,1146.1
60753,1077.63
60348,6473.13
64922,4700.46
81300,2548.65
94511,1350.88
109573,1280.77
79365,15634.23
130589,1253.14
57859,2727
84020,954.08
97843,1507.32
33834,6346.86
117989,1759.93
91243,3193.64
60730,5562.84
63728,4290.45
95331,7856.94
123990,23496.12
72262,9609.36
71988,7430.22
130582,13782.74
63501,4058.01
83624,1425.12
57395,1279.2
65897,970.33
108195,1373.54
70395,1658.31
81354,11794.94
86076,5820.88
33829,5826.36
33828,1172.61
34241,2236.74
87060,12457.98
65181,24971.12
91166,7289.8
69475,3823.21
112079,6019.02
99535,6982.29
85268,1336.76
96360,4637.25
113276,3855.99
114435,1278.09
96938,10074.98
44925,7522.8
81509,6815.91
101373,2239.64
110411,2169
92124,3910.02
84802,4395.3
77525,5836.6
71865,2188.12
112105,1504.02
110392,7769.78
106061,1369.56
121605,1134.12
66797,1448.04
106489,1405.57
111091,1431.27
78832,1207
56648,2981.84
33984,8569.71
106396,11154
122331,4111.88
3977,1119.5
3978,2479
101513,1589.99
99264,1874.32
62268,1117.96
34007,1788.64
34382,5845.2
109154,1683.42
62546,5258.96
82355,3817.83
102241,4588.22
83098,4246.74
4004,1184.5
34005,4129.79
98115,3697.54
70948,7819.77
80899,5121.15
106081,2003.37
32317,1176.34
34135,1822.02
43762,1948.17
108643,2020.36
91902,5711.14
75504,3934.64
122448,21670.14
33790,3337.96
122468,2974.94
79134,966.08
68175,2778.66
43832,5455.62
33787,4518.88
122478,1628.49
108750,17042.32
121881,932.52
120500,1101.94
121974,1418.98
121777,3391.95
123335,3048.11
118959,1127.04
120467,2167.55
108427,1035.03
121259,1055.31
122343,2851.74
88449,5063.1
117503,2570.9
122917,2411.66
120741,1070.8
122615,1321.16
121003,1053.53
122770,1299.86
36303,974.04
108143,7037.1
33892,10448.94
110251,25515.28
80978,2167.46
34206,3387.99
59473,2341.71
98139,1117.38
43761,1764.9
36287,1177.2
16999,988.2
34220,971.6
43855,2767.2
33788,3645.4
76865,9725.03
70151,2878.02
88899,1262.21
108079,2428.32
108576,1792.2
89889,1215.96
121786,7725.8
59695,4616.3
93687,6610.34
22503,1682.67
56997,2529.32
111609,1161.5
22484,1524.36
70548,6084.12
117353,2791.44
60135,3986.18
88964,7031.46
43854,3102.93
118292,5522.9
103006,5732.3
58777,1098.84
22473,2351.64
34008,1609.34
87538,10561.1
64070,1644.78
71803,4283.71
105474,1293.16
57998,1769.4
96410,2503.21
80420,986.07
69687,4051.38
105435,3088.38
65156,3211.33
16991,950.2
32558,967.14
112585,2499.06
89874,7288
33899,5038.59
78074,1365.16
69714,1312.56
95451,3319.47
43853,1877.92
114293,3289.52
73273,1614.98
117654,14434.24
69689,2421.34
90148,2073.36
65889,6262.34
89220,8946.48
111070,4729.9
100740,5419.82
102855,16459.9
79373,5693.64
62512,1926.98
74199,17198.48
89811,2055.84
87568,3402.54
60362,4764.99
78206,2072.13
4235,2323.38
105614,1272.32
90689,2361.05
94636,5677.68
33896,10193.1
102614,4310.56
63445,3463.72
116228,3918.39
61236,5113.56
72066,2387.76
95848,1631.54
33905,4908.15
68953,10821.9
33791,2245.36
100871,968.78
88961,1985.58
43846,2933.28
67337,7863.72
88253,1013.18
106949,16761.86
34211,3254.72
90033,4501.8
79115,1845.31
17013,1525.24
105376,1957.88
101608,3012.2
84506,25520.58
34207,22087.45
70616,3548.61
33799,2723.46
98854,1202.3
83322,8218.71
62204,2882.7
62986,2857.65
67699,3366.39
68739,2864.97
116498,2793
93445,4077.15
76615,23961.72
90151,1095.54
116442,1671.7
34394,2516.04
61206,1076.51
57822,1937
108923,2008.64
70858,2422.38
96297,2468.13
65955,1419.27
71734,4047.9
33792,2388
123401,2422.87
34111,1423.29
94055,1868.19
34086,1957.52
34088,1563.78
64636,1785.54
123644,11849.79
22236,931.23
101457,4992.48
43896,1887.9
34091,996.89
34093,1928.38
93463,4583.84
68212,17387.8
4982,2668.75
109574,1935.9
7186,1234.72
84342,4034
73292,1732.92
33806,3981.57
34017,1993.52
34018,7013.28
34016,26805.44
32830,954.94
74406,4660.32
120924,5551.04
78587,1609.64
34150,2153.67
43882,4217.68
85263,6206.37
43755,2968.84
43876,2412.24
33926,1364.27
103318,11383.38
34081,993.99
118182,4887.56
66176,1757.5
64601,4536.63
85389,994.06
32492,990.69
103644,972.24
33985,4294.98
72876,1121.01
33823,8490.8
75863,17116.35
79955,1053.18
123763,1190.1
94082,9888.76
83858,1451.06
97728,1813.28
71907,1498.85
34080,1082.56
67578,3961.44
69385,1878.06
43571,1029.78
36401,1294.8
34213,1672.29
62961,3613.68
34397,1582.05
34320,1037.61
102069,2235.42
43883,2170.36
116838,4666.36
102737,5744.6
61177,2982.55
66374,1712.82
33891,6253.28
118796,1303.52
33805,2211.63
116415,1101.94
57870,4054.46
88966,1939.16
34223,2916.45
34208,1200.33
65411,996.32
34214,3972.96
33836,1553.91
113284,18398.16
80967,10993.48
115679,2046.48
72209,7908.18
34144,2956.13
97591,1609.74
95637,1765.49
63227,3446.04
33872,3480.38
62658,17636.22
114943,9707
34218,2737.58
117204,3285.6
92364,3272.92
34146,2735.16
34212,1269.32
36630,958.38
93474,4944.06
67602,1279.38
70802,4730.16
18004,1395.27
84677,3318.6
33938,5810.12
33800,3784.08
34147,1388.36
79198,3294.96
74011,1441.86
115321,1410.51
79640,1413.6
67457,4984.14
67108,12150.24
80717,1384.04
33801,2975.6
33854,11286.68
65452,2153.76
33804,2225.01
34151,1164.27
66153,1780.2
70584,1677.21
59602,1030.13
114713,1089.68
33937,5540.88
33810,3214.56
34224,1300.48
34400,3725.94
33802,1866.63
33853,15066.7
34239,1152.57
44764,2290.08
22329,5304.28
64370,1360.12
43753,940.47
36532,962.97
34222,2003.94
34149,1962.84
104680,2418.63
77645,1891.52
57245,2956.49
34401,1204.16
66600,4801.7
123450,1843.28
117542,9447.56
92863,8518.8
87797,1363.86
34219,6426.28
33803,3444.88
33871,2719.29
34242,2536.98
33936,2854.89
33870,3706.89
22028,5227.66
22029,5830.5
88082,1367.24
34215,1409.7
17005,6389.84
86891,1039.44
70717,4619.28
33865,2495.85
33867,2686.32
113929,1978.83
99234,1157.25
22027,2975.82
34122,3815.92
26996,2779.14
99479,2287
108906,1664.01
71085,1623.57
95525,1636.86
33786,1447.47
76627,3523.02
22176,2881.24
51602,1275
5431,1149.38
81349,1425.92
59718,1337.49
44765,2028.8
89485,8459.28
100570,2393.56
34336,4541.62
93241,1241.45
43880,1330.71
34167,1239.6
44522,4472.51
137254,2212.31
33990,3102.69
22031,5163.4
34064,2945.08
5004,1403.24
22030,4779.48
34060,1932.45
34176,3358.56
80647,949.46
100721,1126.62
107366,1437.22
74219,1233.34
86872,11375.4
34340,1931.44
34342,1902.86
34387,2261.01
59765,1913.1
80289,3470.22
76331,1254.24
22033,4139.08
44064,4020.12
31992,1448.46
71951,3033.28
43879,2041.08
22422,5915.72
22478,1820.61
33889,1444.2
33887,7801.85
33888,12804.3
117955,1289.48
33876,7754
137290,15802.9
94069,1520.32
34170,6986.16
22012,13416.8
115152,1546.77
60603,2172.87
88878,3400.72
34363,8914.55
60403,2020.79
34372,1273.34
102915,996.64
44471,1422.45
44472,1473.33
108345,1194.84
22087,1990.67
73706,3134.88
104337,2167.44
112335,1776.63
102067,2369.88
112625,1827.57
132800,1107.63
103169,1274.92
62286,3508.32
123727,8616.96
104027,5396.16
34063,3704.7
99150,3154.6
34173,1031.92
34172,4458.15
34174,2461.04
34370,7336.56
33813,931.62
101641,2888.16
20017,972.42
33882,4470.06
34349,983.61
22026,1592.38
121196,8534
90504,1775.46
89998,8377.98
107614,1395.75
36546,1017.81
107128,1155.68
132781,993.87
34283,14259.94
34352,6775.02
33879,3173
122908,4820.94
82489,1439.4
39933,2726.54
34152,6748.55
97495,1189.6
34346,2359.24
33880,6457.36
33878,7769.1
101764,3779.73
96526,3754.11
34339,2217
33881,1274.78
112464,1614.9
71762,952.68
114202,1131.31
34041,1581.8
97378,2865.12
133734,1228.7
133751,1594.83
133747,1760.06
133746,1158.4
133748,1004.84
133750,1113.41
76377,5823.22
44521,9070.45
34247,1614.4
30334,2499.02
22235,1359.76
22032,5075.08
34350,7201.5
69933,1109.96
34153,12520.8
133503,1610.37
133502,1037.28
96413,4181.32
32625,1461
111823,2145.42
133581,2955.96
34338,1095.3
22470,2189.74
135265,5144.1
80324,1666.65
109325,4995.16
139786,1259.74
33822,1271.04
33847,2227.83
104834,1873.16
34058,1463.51
22000,3410.3
21946,3298.28
21969,5187.04
104041,2305.42
62208,8495.44
59034,1678.92
22434,2780.76
104960,1969.99
133454,1859.38
135115,1718.79
133452,2550.51
133446,4248.3
43885,2476.68
85330,4107.28
101662,1134.9
68326,1073.23
140325,1060.09
133771,1531.36
76885,1595.22
87126,2707.52
138964,2801.92
111998,2645.81
34313,1939.83
103237,13546.9
100700,2436.06
62230,2287.12
33824,4223.36
90271,4111.83
99028,2366.42
63743,2200.35
61892,6578.98
105936,1357.84
133642,1184.54
133643,1371.3
75656,1256.4
133804,8990.86
138856,1220.62
76996,30599.3
33890,2130.72
98534,4766.8
74415,5057.84
98138,1242.17
73459,1360.8
107491,1782.36
100783,2431.15
113497,2416.1
78495,3410.62
117864,2102.74
86804,2550.49
114594,1218.16
110893,1394.77
107423,1164.04
77975,4037.08
34031,8020.29
72170,3908.16
123030,20325.28
34351,1067.82
85348,2364.17
107905,1120.41
57597,1097.54
109521,2162.82
62435,1223.67
60344,1030.06
84277,4833.7
112544,3723.69
62921,1712.96
97953,2155.81
34246,7019.82
134014,1073.58
81312,24009.09
22388,5447.25
22387,5216.2
135404,1180.34
133784,14558.76
21942,1004.82
21943,3658.88
82733,1494.12
62495,6112.56
95546,1711.44
73574,1157.62
100618,2039.1
113875,5729.88
60310,2091.72
80982,980.8
78224,1422.06
74627,3029.88
92608,19200.44
85716,2097.09
63283,953.58
69558,2271.88
69306,935.04
71060,1402.34
57082,1614.46
88789,10619.94
63471,6631.72
74022,2206.3
110318,4496.7
101515,1757.94
34029,60570.7
122745,1117.92
65193,18123.57
111064,13185.3
90539,5548.17
21928,1028.34
115382,5020.6
44170,1401.24
23489,1914.52
75649,5718.39
116678,1759.86
96806,10574.08
86979,1324.82
98522,4178.87
117434,3343.98
70321,3164.66
111749,3756
63155,2264.61
110005,1218.49
84842,2106.39
91178,2456.64
34097,2469.3
43702,4591.88
136166,1564.4
71223,1741.14
116018,959.36
44487,1777.41
73057,2985.6
44474,5488.6
22440,2358.78
22441,1958.28
60577,2419.02
72776,13541.04
34045,2477.08
44076,3461
43892,2503.65
70249,1848.54
74339,4715.05
44518,3135.6
109495,1275.13
133756,930.33
91326,1669.5
104087,4445.64
82791,15112.72
43898,2066.16
44070,2278.4
22494,2950.97
22173,1381.82
123001,2184.65
121173,2249.26
44177,4234.4
113944,1868
119864,2345.4
73166,1196.8
122429,11576.82
87259,4705.52
109658,7138.5
44069,4576.48
44065,3374.2
44479,22117.12
22442,10207.2
97296,2549.32
36456,1236.84
22365,2967.6
22367,1017.34
44446,7617.24
43779,1664.01
22435,8137.92
60010,1004.05
92237,946.04
44495,2003.96
22406,6236.64
44519,1238.22
88928,2119.9
21936,1261.21
113439,9799.02
97330,4116.36
44075,8015.52
82706,6106.64
44486,17847.09
107792,6729.92
91971,4097.32
91459,1352.79
34186,1354.16
22066,1813.44
68480,14184.96
87384,3282.09
76746,4774.1
122496,2699.96
20447,1222.5
111389,4073.44
51780,5739.12
961,2424
965,1396.5
44496,3830.92
89974,10250.59
83329,6290.4
59792,1026.57
101788,4712.7
43728,2179.76
34316,3806.69
36511,1309.2
77984,1293.7
44478,13238.82
21934,3023.34
111100,8511.8
22065,12040.96
66267,14067.48
34100,986.14
21935,6523.72
100271,1886.8
44476,27717.36
123775,1588.74
123264,1623.71
111546,1115.33
68415,1354.98
73914,8558.46
118402,1351.76
86481,3200.16
21994,6899.42
104085,6605.1
62416,5297.1
57863,18056.5
57773,6714.96
99484,4787.4
44067,1537.6
98616,2535.77
22064,1358.71
22425,6215.05
85005,3565.28
101425,6448.63
32007,2697.92
34270,2361.39
22024,3388.68
44182,2664.76
88554,987.15
110512,1262.1
44171,3755.25
69309,4646.62
61909,4502.79
82774,6757.06
11265,1891.38
106884,1609.96
114736,1088.04
61347,2151.26
90556,1083.07
22349,3140.22
116255,1198.48
64015,1233.66
34098,1852.89
34096,2615.08
89761,1283.67
64354,1504.56
34389,2341.39
43774,3700.95
44525,5849.28
44516,14042.07
22362,988.92
22361,2165.16
92282,10077.06
22390,3338.04
97336,3245.71
113210,1499.62
104219,3313.61
69984,1034.92
63499,1320.3
22385,3254.58
21993,2743.98
44481,4127.76
88339,9961.44
106240,3913.32
109101,3260.84
130267,4642.4
130266,4519.1
130265,1028.54
113274,1558.68
89504,1243.83
68611,1728.33
22350,2993.82
81199,1322.48
63475,10087.2
72964,1013.84
56982,3953.84
61401,3226.33
100504,2322.28
103643,5996.85
117912,5211.55
51812,1749.54
44477,10912.16
95960,1208.31
114415,4655.52
21992,2697.33
51819,1889.22
22351,2535.35
22306,1273.64
44175,1599.12
68826,1046.58
51817,1854.64
96900,8613.09
22363,1158.74
33975,6587.92
51818,963.14
105735,6188.65
21990,13443.59
65931,5430.6
81120,3394.8
61342,1522.94
63991,1003.76
92997,2204.74
97691,1174.75
107795,1496.28
72187,2064.89
44046,6660.35
21916,1062.49
44634,24418.1
99315,2187.03
112676,2847.4
109297,5886.75
83718,3290.32
111058,2234.94
92249,1941.21
10055,1232.07
44398,998.37
44448,5589.48
80869,2866.95
68084,1004.34
60817,3300.62
113263,6964.84
73959,4039.58
43722,1732.38
34169,6270.3
51805,1319.67
44517,57583.8
33973,1230.52
44484,4210.04
39241,1880.82
44497,16286.34
22497,988.43
42490,1076.28
44072,4646.68
74722,2046.1
78139,3806.92
44447,1757.36
21958,5576.04
44457,2616.69
39233,1851.51
44021,1245.56
44773,16812.7
78107,2431.74
22873,1610.79
24803,1360.32
43723,1488.27
52028,4484.85
129274,1673.2
43775,3373.72
44465,1730.92
21962,4063.8
22461,999.91
44449,1493.68
44020,4158.69
44071,2286.42
65231,2668.92
43836,3279.64
129100,1232.61
21961,6626.25
89758,3664.5
44653,4443.3
44531,3866.44
44591,2283.6
44137,4252.84
52082,1861.86
43776,8152.92
44073,1059.6
83889,1562.73
21960,3078.78
21991,10119.32
52033,2581.23
75373,2260.44
22479,1493.8
110135,5502.36
57591,1556.72
51784,3262.08
87138,9248.96
51830,3197.97
44008,995.48
51792,931.21
51809,1906.03
44172,8839.7
51773,2420.96
83000,8472.72
21927,12056.68
52060,2076.21
43996,5046.6
44451,3145.24
44633,8892.04
51829,3225.09
52088,2167.86
80228,4529.65
43998,2408.16
74742,7733.6
52077,6607.14
96150,2781.66
44529,5464.74
59019,2765.88
52001,4395.44
44007,3249.06
21971,4592.31
44045,5355.84
43748,3041.12
112459,11352.24
67637,1838.46
51768,5486.97
51913,14156.94
79937,14107.5
44074,13337.88
44452,2211.2
57476,4066.77
92188,3350.55
44004,1480.6
112406,4560.62
51673,976.12
22061,2325.96
22505,3358.22
100490,5568.12
110681,2335.47
44515,4118.84
44437,15029.44
43724,2296.6
34171,6545.25
22034,10129.77
57768,973.04
111144,979.4
43749,2215.36
44450,5014.1
129200,5370.88
104508,1451.64
86571,2781.58
43750,1730.46
44178,2524.44
52108,4082.94
22469,1880.82
44588,1390.34
51828,5466.15
21920,6351.38
44469,1194.42
51980,1939.23
51787,1820.25
22062,1238.52
122409,3812.76
58958,1696.59
51986,1115.1
22035,10659.84
44063,8458.32
94779,1762
44530,17359.7
22063,3558.1
44645,1657.4
43997,8171.2
23605,1479.36
22020,6401.4
52050,7281.24
21970,5466
50557,1452.89
73937,1192.96
85270,8472.6
22060,1997.5
70240,2509.52
116428,3172.36
22038,3390.88
52025,3151.68
86192,9222
51826,2210.88
21968,4452.18
51775,3439.93
88639,1681.44
50576,1363.85
50572,1320.47
34202,2338.95
22059,1231.02
61825,3089.37
70840,5766.85
52019,7115.52
69729,5932.02
51824,2629.56
51670,1773.36
39238,2259
77904,932.49
43752,5336.45
22047,1698.66
22318,1156.64
44459,2317.4
106968,968.9
21987,2863.5
22046,1097.49
98535,1523.82
118394,5245.64
21922,5397.06
22044,2025.48
31981,2287.91
103404,1831.66
115651,1322.62
67914,4885.88
52023,3907.02
73234,5586.52
77848,1294.78
43790,1527.3
63877,5735.01
44659,2925.96
44250,2327.6
110089,3896.82
44630,1556.33
82334,2734.29
44438,3208.68
44542,9577.04
43919,1483.2
22017,6543.24
36343,1051.02
44468,1005.21
34591,976.62
43757,1988.6
44611,1469.64
44391,5173.08
43725,2306.96
86789,4084.96
44015,5012.32
34573,1055.49
44910,2105.58
44249,1805.97
44658,4978.86
44528,3916.26
90962,1151.78
33972,6481.56
51807,3948.27
34395,23540.4
50247,2245.23
44369,12869.88
44365,3814.29
52188,3762.56
43760,1729.35
34583,1249.83
43717,2321.08
44533,2094.68
42648,995.43
22403,13970.82
43900,5647.8
44536,1262.56
44252,1530
44612,4252.9
43781,1133.49
44251,1484.82
43833,7326.76
44957,1934.64
44018,6074.3
121650,12267.66
43726,1347.09
63611,6534.06
60295,4350.44
116353,1179.68
43894,1829.28
56237,1489.8
44364,2704.72
51810,3226.12
51823,1391.6
51821,1980.07
64537,3746.56
56256,1640.05
81767,2647.38
44122,4463.91
44599,1275.92
36469,1026.54
44062,6321.92
44538,1808.04
128770,2024.49
44610,1936.47
44605,3115.28
44606,2646.96
43899,2953.29
68269,2739.81
43902,2084.04
22149,1594.78
44048,5066.12
43901,2423.64
22080,1232.17
22082,4888.38
111275,5807.72
21980,1278.96
114636,2142.36
68511,2152.76
22500,1594.62
51822,939.38
111601,4560.06
95820,2933.28
61349,2039.7
106237,2069.56
71209,2112.34
113683,3415.59
83371,3174.06
85988,6015.7
101501,2979.74
100129,1897.08
71001,3823.38
92472,2266.34
44609,1281.02
113997,1480.26
34034,1747.14
34143,1402.81
43778,2413.16
44019,1409.07
44537,5254.55
44602,2433.65
110475,11523.04
34589,1107.26
101968,3857.16
44111,1211.26
43904,3398.1
44746,2380.89
44470,3773.56
22454,1674.73
44259,6572.44
53140,1715.36
53138,1093.82
52125,4790.58
52135,2890.08
87835,1811.48
91004,1734.3
112689,2267.42
112995,1498.99
58464,1546.88
56519,1442.84
86049,3553.7
117578,1310.7
90215,1153.66
57836,1484.54
74095,2252.38
43838,2292.8
52116,2912.34
116794,27442.8
43897,4217.88
53425,4718.19
111542,2747.1
105250,2264.88
22431,8195.9
44686,8108.16
22167,1485.91
53856,948.62
44933,10572.63
53778,4098.88
52299,958.92
43703,3731.44
52143,1760.52
22485,1114.1
44886,1098.14
53823,1934.85
53790,2220.84
53662,1948.78
53676,2785.28
53822,1331.32
53787,2132.98
44254,2433.6
72477,1800.78
53666,1223.44
53818,1369.6
44596,2792.49
43704,1846.86
22054,4090.84
22358,4056.95
22359,963.76
44614,1089.42
44692,1188.45
43903,2168.82
100305,2534.8
53813,5135.4
53814,1306.34
53764,1409.68
53763,936.32
44540,1321.62
43669,1337.8
102040,2847.97
12302,1364.91
12301,3945.63
54321,23465.54
88712,7140.08
54051,4101.5
53761,1341.18
66165,3992.04
54192,1271.12
54314,2464.78
54315,2126.04
54191,1914.99
54114,1726.35
54316,6126.68
71669,10396.88
54320,944.24
54310,4501.05
54135,1381.98
46684,10829.59
50539,18982.96
54182,1789.59
54284,1097.18
46681,4021.02
111653,2796.8
46901,1439.82
54287,4117.36
54187,1587.27
54134,2779.98
54126,1997.79
54127,1283.08
54188,1548.4
60903,11214.54
54147,3085.24
54171,2930.88
100492,1848.33
54176,1669.59
89553,5430.16
82975,6088.56
54175,2184.24
116444,1904.18
48354,1505.96
48357,2675.54
48359,9280.88
53863,3130.08
56521,5637.74
48358,2465.76
53862,11785.86
50249,42091.17
48351,4561.26
49919,3475.5
48353,1142.1
48355,1421.26
54163,2168.61
54173,1708.89
54170,2419.14
54172,1860.93
54162,1915.48
54297,1666.77
54166,1714.05
54161,2351.64
71037,14207.92
54280,1793.37
44893,8611.16
84532,3208.25
44428,2752.88
76589,1622.96
77109,1567.32
57884,1340.18
122281,10291.82
118674,1775.34
79815,1097.26
3419,1930.74
22106,1563.2
61483,2988.2
37168,1038.54
106034,1540.64
115804,3067.68
85934,10065.09
123086,1858.38
123729,1858.35
121497,5976.36
119463,1081.66
120186,1858.35
120972,1727.46
137622,2474.84
9999,50000
9998,100000
18751,1098.98
123494,22659.6
120037,1594.96
120845,3813.84
123485,1628.74
119911,1144.46
