custom-id-1,expected-gfa
120966,4476.84
120331,2499.7
122654,2309.58
122227,3833.86
120170,1445.85
122473,1990.38
121381,1408.57
122786,4455.36
119111,1836.3
123139,1869.52
122098,1646.5
122419,2695.46
76978,4995.85
114118,3276.36
103666,11847.42
33857,5118.72
90772,4896.4
92023,6831.5
108997,1800
43939,1986.54
130672,6347.28
124383,3592.59
137174,1054.26
54736,6871.99
54731,1608.62
54732,1621.72
44626,1271.48
54328,2597.42
124788,933.87
133480,1199.97
138965,1151.2
133482,1681.41
34256,1005.33
72730,9291.96
13800,2189.56
55930,9839.37
54337,1323.59
76928,1375.77
128339,3428.72
128338,2935.89
52294,1353.4
59491,2463.89
89259,962.06
101888,6768.85
76330,1589.33
137251,1494.56
54737,1107.23
54350,2039.79
124763,3091.92
56134,1936.68
137178,2470.35
137179,2481.15
80270,9270.9
133495,1588.79
54738,1207.21
54323,1776.25
53865,5200.86
56520,6196.24
53864,1236.86
50248,1264.59
54363,982.66
124388,3463.28
54329,6906.36
125552,996.76
33897,1522.54
88633,1802.16
54358,950.47
54890,1480.29
53876,5694.66
53925,2994.78
53870,15416.86
53924,1970.1
53875,10712.4
128022,4194.81
50730,937.8
127652,5823.52
78177,1237.09
70469,1272.88
124385,2698.88
34305,2712.51
33821,4062.96
130250,1595.43
125718,4482.78
43941,1503.6
54739,1023.46
44644,4522.49
90486,1649.66
139573,3770.76
118879,1320.16
43971,1320.78
124386,6120.84
130251,1229.01
88079,1624.1
44647,1559.57
123949,1926.03
117669,1100.96
58500,1337.76
98594,1482.14
124384,3749.76
130205,1480.71
43976,1907.31
130252,1615.47
130253,1476
113564,3609.04
127591,1598.5
127245,1737.81
130457,31201.83
130202,8019.18
127289,4206.04
53020,1907.81
124755,1003.53
84527,1599.28
33956,2439.52
33960,2978.4
33831,2428.12
33959,2471.88
101759,6112.08
127284,1454.67
117665,3424.76
96602,15701.2
124392,1593.36
133762,5560.48
140460,1454.2
127230,1064.16
127560,6326.08
127212,986.7
125500,3685.08
127576,1615.11
128229,2639.76
110431,4950.8
114028,3454.13
75018,8499.76
104799,5057.36
121308,36235.2
82848,11303.04
33994,4749.76
71511,2766.67
128223,1967.38
44547,2211.6
60240,5383.12
115829,2361.53
34154,5054.65
33859,1357.44
127581,2322.76
53343,1419.78
43944,2334.18
116570,1485.59
7843,1325.64
62401,4775.55
88456,6206.26
65119,8391.08
56019,964.04
104096,1033.37
122962,4226.7
133769,1381.44
133381,1102.68
54046,3314.91
127590,3792.24
119622,1519.94
127546,3387.96
121573,1134.34
109185,2487.58
53741,6743.82
123458,2621.28
54049,7597.58
128228,1193.16
54052,4485.84
124790,1458.33
126476,15481.02
71749,1525.92
123412,12416.94
71927,4348.86
44394,1623.08
64372,15278.5
72619,7484.02
64478,4280.88
54527,6870.45
44399,7916.08
124391,4402.44
54058,3219.42
54050,6815.36
54068,4079.47
54571,4489.38
54522,2364.78
54575,5063.07
127271,5695.9
124282,1630.72
22464,1162.82
53118,1465.72
22384,1542.8
33944,4884.33
50711,5611.58
54572,4549.44
54116,3519.2
